pheno,dataset,sample_size,resample_seed,perfeat,kfold_seed,leakage_type,r,q2,r_yp,r_gold
age,hcpd,300,3,0.05,0,leak_site,0.7714757262084954,0.5834388568455908,0.9988672527361236,0.7710043073938939
mr,abcd,400,6,0.05,1,leak_site,0.11862877238550973,-0.046984339450133916,0.9544193404912793,0.12431123962298352
attn,abcd,400,9,0.05,2,leak_site,0.05078551328863107,-0.02781545798255136,0.9711942345401985,0.04679359238222957
attn,hcpd,400,0,0.05,1,leak_site,0.07854604441770305,-0.06932387330479894,0.9969970378121609,0.07563451695614405
attn,hcpd,300,9,0.05,7,leak_site,0.013576999746844277,-0.10628387945384565,0.9946939482467697,0.010681507696206767
age,hbn,400,3,0.05,2,leak_site,0.7174311321088365,0.5097369330223092,0.9980976692012004,0.7186948244143534
attn,hbn,100,6,0.05,9,leak_site,-0.06125254929609909,-0.05767233547695971,0.8968064071298233,-0.09029356057091405
age,hbn,200,2,0.05,7,leak_site,0.6667050572253045,0.44046084111860195,0.995954103360759,0.6717710836748972
mr,abcd,400,8,0.05,0,leak_site,-0.004014056065858215,-0.09410990192200686,0.9433184671155419,-0.008352445848456699
age,abcd,400,8,0.05,7,leak_site,0.1725254415518482,-0.03282152990496012,0.9389087702530179,0.20613244377268858
attn,abcd,400,6,0.05,2,leak_site,0.10041152801922285,-0.03621983449608712,0.9682142438247928,0.09035151554540714
mr,hcpd,400,2,0.05,9,leak_site,0.27142378221810204,0.05971785852936051,0.9929268161173193,0.2825461132443609
mr,hbn,200,0,0.05,0,leak_site,0.32515424371442425,0.10128607823304103,0.9958799079055423,0.3163224769828074
attn,hcpd,100,0,0.05,4,leak_site,-0.1806008415514815,-0.16444920197890078,0.9943035791985144,-0.18363021277177033
attn,hcpd,300,8,0.05,8,leak_site,0.02503937680150803,-0.10113285852093656,0.9949791327198471,0.023543681370542382
attn,hbn,200,9,0.05,6,leak_site,-0.012645748410597533,-0.03336229283246461,0.9932499990015459,-0.02313210777340657
age,abcd,400,1,0.05,4,leak_site,0.14903051441243112,-0.02928768462713016,0.9605284442664814,0.16484824963101083
age,hcpd,400,6,0.05,4,leak_site,0.8175537214020929,0.6675647439804575,0.9962529973995915,0.8160886702739665
age,hcpd,300,1,0.05,1,leak_site,0.7331211054484688,0.5276084596369525,0.9977812845687892,0.7340229582979559
age,hbn,300,7,0.05,2,leak_site,0.6160549088985093,0.3779551789079475,0.9967475340104291,0.618906148279059
mr,abcd,100,1,0.05,1,leak_site,0.21416486788769087,0.03816005483723839,0.9663077040888963,0.20187483839337936
age,hbn,100,7,0.05,3,leak_site,0.4598203336234259,0.2107106318567108,0.9291396113944993,0.40701485489140743
age,abcd,200,3,0.05,2,leak_site,0.11699425539521922,-0.003355113587229397,0.9375416312827457,0.11032759491219978
mr,hcpd,100,2,0.05,9,leak_site,0.12117411278710993,0.00969931460588791,0.9929095747440218,0.0868540513397977
mr,hcpd,200,2,0.05,3,leak_site,0.184287081740531,-0.00526337588554826,0.9947657331189071,0.1974434481562392
mr,abcd,300,5,0.05,5,leak_site,0.08379943513641583,-0.004155192351419368,0.9144537442785441,0.1056635269048979
attn,hbn,300,4,0.05,6,leak_site,-0.09298349406153947,-0.18169039128215347,0.9878342476808699,-0.099518025736619
mr,abcd,100,3,0.05,3,leak_site,0.04063380853012406,-0.024280411282558534,0.945476941196998,0.12023209283415229
mr,hcpd,400,1,0.05,1,leak_site,0.3052473601518762,0.08668658351968062,0.9944251736555053,0.3169287670251852
mr,abcd,400,8,0.05,2,leak_site,-0.009870002805077315,-0.11928885806997869,0.8960195347667339,-0.02944590549096109
age,hbn,100,6,0.05,4,leak_site,0.5768550912139386,0.31563748953226034,0.9643285961377553,0.5931290282230518
age,hbn,100,6,0.05,7,leak_site,0.4928313543947557,0.23528426187732177,0.9457674628727922,0.537282025506244
age,abcd,200,1,0.05,2,leak_site,0.17295694577482257,-0.03498575182266306,0.9562572243129364,0.18139640144014632
attn,abcd,300,6,0.05,1,leak_site,0.07794280819082282,-0.016052895918372112,0.9879092933630618,0.0773818264505232
attn,abcd,100,8,0.05,2,leak_site,-0.14351940547476325,-0.11056936243209026,0.9245741535652684,-0.15628295510214302
mr,hcpd,100,6,0.05,1,leak_site,-0.039859856512721496,-0.04219850622763888,0.9857578626130259,-0.057174646327270096
age,abcd,100,5,0.05,5,leak_site,0.010044388899304995,-0.07477137449672733,0.8825216674908386,-0.005176002632770527
attn,abcd,400,1,0.05,6,leak_site,-0.013569154090639609,-0.16387061202316122,0.9539037498927313,0.026727073342085305
mr,hbn,100,1,0.05,4,leak_site,-0.13030878516086217,-0.04480209227302323,0.9610126039478452,-0.12659023532134053
attn,hcpd,200,2,0.05,4,leak_site,-0.04583899852683364,-0.10445868731530839,0.9923979705130355,-0.06712665741872793
attn,abcd,300,9,0.05,1,leak_site,-0.1603446456986344,-0.13961195079549604,0.8996489620556017,-0.1034131737751773
mr,abcd,100,2,0.05,2,leak_site,0.0996591250732744,-0.029282727349199122,0.9215978554565192,0.1627559298230497
attn,hcpd,100,8,0.05,8,leak_site,-0.09212574546484038,-0.15569272831571546,0.9618310847106879,-0.17687846290357095
attn,hbn,300,0,0.05,4,leak_site,0.02812468114939827,-0.13440225855772447,0.9871448300416265,0.018910579911496646
mr,abcd,200,8,0.05,3,leak_site,-0.12126300203928776,-0.060082592977058535,0.968344293379378,-0.14622423776021495
age,abcd,300,3,0.05,0,leak_site,0.10156226842261672,-0.06124355860117259,0.961624083122611,0.09774150597185377
mr,hbn,400,6,0.05,7,leak_site,0.21368597219509322,0.041651047072738145,0.9907771025938918,0.22599795223764665
age,hcpd,400,2,0.05,7,leak_site,0.7841385440074099,0.6078467282120692,0.9895426443643309,0.777715935945804
attn,hbn,400,1,0.05,8,leak_site,-0.019031851474616397,-0.05577127331024445,0.9830760991459486,-0.01890971309971255
attn,hcpd,100,5,0.05,7,leak_site,-0.2348971322555963,-0.057497040896282714,0.8459780328933483,-0.08928087723427641
attn,hcpd,100,7,0.05,2,leak_site,-0.1858048002861166,-0.04610721571914489,0.9795892053632974,-0.18648490969325263
attn,abcd,300,1,0.05,7,leak_site,-0.1044214477650813,-0.21318507911430418,0.9510542613619332,-0.05196764444301142
mr,hcpd,400,2,0.05,4,leak_site,0.28597184791741537,0.07124585422817509,0.9942324099063,0.2978340059141246
mr,hcpd,400,3,0.05,8,leak_site,0.27685828875772134,0.06337454254423958,0.9946171401223557,0.29028723748620894
mr,hbn,100,1,0.05,9,leak_site,-0.21274882049704733,-0.07369801485007232,0.9647603046722424,-0.17783230919055906
mr,hcpd,100,6,0.05,2,leak_site,0.06461730000788074,-0.0045803798161663245,0.960375596550699,0.024690611795473945
attn,hcpd,300,6,0.05,6,leak_site,0.02043698841791338,-0.10196608554627518,0.9945204839829703,0.0083053006063429
age,hbn,400,0,0.05,6,leak_site,0.7050325163839187,0.48916353256596046,0.9949660803737224,0.7010557440107723
attn,abcd,100,1,0.05,4,leak_site,0.01961559129462934,-0.052953817473554654,0.8748151921262631,-0.07192905173019758
age,hcpd,100,8,0.05,7,leak_site,0.6797662495918405,0.4548431908729438,0.9815587960850076,0.7151942435887263
mr,hcpd,200,3,0.05,7,leak_site,0.21103570568272412,0.017806581396779264,0.9951206579724151,0.20927591706623916
attn,abcd,400,3,0.05,2,leak_site,0.060857100156278356,-0.07878164984810176,0.9629593950083049,0.08676195027379122
attn,hcpd,400,3,0.05,8,leak_site,0.03578912506371253,-0.10116908005107339,0.9558085438012296,0.026720318794220266
mr,hcpd,100,0,0.05,2,leak_site,0.1765313775400679,0.02738944187143799,0.9529990950473822,0.16919085433576686
age,hcpd,100,3,0.05,5,leak_site,0.7147569212255388,0.5097916217354852,0.9866678566728265,0.7231237090055275
mr,hbn,200,3,0.05,6,leak_site,0.2242314093876011,0.049647023836673077,0.9916305221380914,0.2205219719536033
mr,hbn,200,5,0.05,1,leak_site,0.025191791400453314,-0.022445035492867582,0.9626688863276258,0.01975986365509339
age,abcd,300,1,0.05,8,leak_site,0.12497484469613811,-0.04436959377812921,0.9158132852703178,0.16847010555941028
attn,hcpd,400,6,0.05,5,leak_site,-0.0822552583712687,-0.16752279079544752,0.9950265275883486,-0.09021305938604046
age,hbn,200,1,0.05,2,leak_site,0.6384192046108016,0.4066427292534115,0.9745718256583391,0.6330103789457733
age,hcpd,100,0,0.05,8,leak_site,0.6184997275386738,0.3638478969924285,0.9887045618523774,0.65185492857929
mr,hbn,300,2,0.05,5,leak_site,0.198892839480907,0.0376191842870407,0.9896386632168124,0.1959684444412915
mr,abcd,400,1,0.05,9,leak_site,-0.03185087623602009,-0.04896271454938783,0.9668883050711149,-0.01340624206910338
mr,hcpd,100,7,0.05,4,leak_site,0.25754192636699696,0.060057772738577375,0.9945018553650533,0.25719927366638035
attn,hbn,100,8,0.05,3,leak_site,-0.24316157518365605,-0.14996434592439112,0.9206854018189359,-0.23590258945349005
mr,abcd,200,7,0.05,8,leak_site,0.020873344494882744,-0.020455851818742543,0.9213443965005023,0.11115108480377613
mr,abcd,200,1,0.05,6,leak_site,0.1525761060369111,0.01617174933618415,0.9741195039893945,0.14307239408686392
attn,hcpd,300,3,0.05,3,leak_site,0.02967960228825885,-0.12736616934953093,0.9682230284076658,0.04324896141244964
attn,hcpd,100,1,0.05,9,leak_site,0.07788708491070186,-0.03279275306683638,0.9893467283174019,0.0658789235790373
mr,abcd,400,8,0.05,3,leak_site,-0.07981455763077178,-0.14177554384492197,0.9556742577193668,-0.05767692874299319
mr,hbn,400,4,0.05,9,leak_site,0.29822393192430113,0.08891378018282581,0.9920174698216541,0.308557133279365
mr,hbn,300,7,0.05,5,leak_site,0.25239567608337515,0.06229945818916294,0.9938987367674201,0.2623430751909105
mr,abcd,200,0,0.05,9,leak_site,-0.1593283282990731,-0.07149831930950157,0.9418337580835721,-0.10083472249911733
attn,hbn,400,3,0.05,3,leak_site,0.08996139619643816,-0.07221236471586256,0.9920184045900595,0.10045978485807146
mr,hcpd,200,9,0.05,0,leak_site,0.25366564274400694,0.049406791191119015,0.9900713144019768,0.27677660671013227
age,abcd,400,2,0.05,4,leak_site,0.16381429223380595,-0.0678031621235895,0.9524372706091717,0.17142228631293704
age,abcd,300,2,0.05,3,leak_site,0.06815955082761177,-0.14585918849038726,0.9835055329409684,0.057740439139269045
attn,abcd,400,2,0.05,2,leak_site,0.11653655430277318,-0.08491806905067012,0.9724751952094185,0.12576931169710767
age,hbn,300,0,0.05,3,leak_site,0.6944661948486021,0.47175112692609333,0.9961384794841994,0.697706383358739
age,abcd,200,1,0.05,4,leak_site,0.20902736849643724,-0.03238831868489167,0.9439233980387015,0.21572577780622645
mr,hbn,200,3,0.05,3,leak_site,0.2619492506238831,0.06810228742245139,0.9944472594357127,0.257949965875555
age,hbn,200,7,0.05,7,leak_site,0.6362587910983177,0.39332196783429463,0.9950417127252771,0.638818308034742
attn,hbn,400,0,0.05,4,leak_site,-0.06850043385509758,-0.19869245285994985,0.9947044941279679,-0.0724232033856356
mr,hcpd,100,6,0.05,4,leak_site,0.05526017586478459,0.0020888577596588354,0.9863064810962442,0.0484391944403676
attn,hcpd,400,1,0.05,7,leak_site,0.06595512138316793,-0.08491149216623706,0.9311009314024692,0.06369945907134257
attn,abcd,300,8,0.05,6,leak_site,0.06214111147014994,-0.08345754858556953,0.975077528225273,0.06883507581969059
attn,hbn,400,4,0.05,4,leak_site,0.03244572936467445,-0.11997429977259544,0.9874353960563523,0.03895546329415164
attn,hbn,300,0,0.05,0,leak_site,0.09263374300008076,-0.06850670329828557,0.9876992441432569,0.07227578561739278
age,hbn,100,4,0.05,2,leak_site,0.36039313872561735,0.12638436246705054,0.9311342299108617,0.348151279011453
age,hbn,300,2,0.05,9,leak_site,0.7045220575994157,0.4925723938702925,0.9974784830614563,0.7092567157644314
age,hbn,200,9,0.05,9,leak_site,0.6553600295405232,0.41981092394202324,0.9914454827129952,0.6636782551041396
mr,abcd,400,0,0.05,6,leak_site,-0.17717866474871946,-0.14460872417828585,0.8649951396114229,-0.06903762135679059
attn,hcpd,100,1,0.05,6,leak_site,0.06918109083622472,-0.04443397062401888,0.9908954685761331,0.06554056091672565
age,abcd,200,5,0.05,1,leak_site,0.07580285248148026,-0.01876383681525917,0.939342561659992,0.09159257269438008
age,hbn,300,3,0.05,1,leak_site,0.6477224917837568,0.4150437958000026,0.997783734700216,0.6445590306935433
mr,abcd,400,1,0.05,4,leak_site,-0.059469785185877144,-0.10105291837000396,0.9632814519664117,-0.045014024677752555
mr,hcpd,300,2,0.05,6,leak_site,0.2844625544863985,0.06679536591762192,0.9947166344269897,0.3012829007274051
age,abcd,400,6,0.05,4,leak_site,0.03030380731816224,-0.14406994048484578,0.9559025342440771,0.052763114831416776
attn,abcd,300,4,0.05,1,leak_site,0.18748509966578783,-0.007650213209672296,0.9705779774310554,0.19826552734923003
mr,hcpd,300,2,0.05,9,leak_site,0.2795955440559649,0.0635941586795643,0.9941228169797809,0.2985816969794667
mr,hcpd,400,1,0.05,8,leak_site,0.30027519351814214,0.08096752623143999,0.995446702836547,0.3162097401315127
attn,hcpd,300,0,0.05,8,leak_site,0.07343949040875516,-0.07656485403387903,0.9925857239163679,0.07617485876201291
attn,hbn,200,8,0.05,6,leak_site,-0.030099041720864503,-0.07463391548987808,0.9181633638150978,-0.018624078511831538
age,abcd,200,8,0.05,4,leak_site,0.07803687075136148,-0.09894695556646016,0.8728699522963791,0.1258920874212629
attn,hbn,200,7,0.05,4,leak_site,-0.09570574341914895,-0.08554825814940537,0.9941470144973675,-0.10728553387304657
mr,hbn,300,0,0.05,0,leak_site,0.3333952740895634,0.10968293362908876,0.9922628665878352,0.33379581646680434
age,hcpd,300,3,0.05,8,leak_site,0.7866339234133264,0.6104343297204111,0.9986227383684131,0.7880629826891682
mr,abcd,300,9,0.05,5,leak_site,0.10272516701042717,-0.05782227498213399,0.9457363970302752,0.12160599742287734
age,abcd,200,2,0.05,0,leak_site,-0.008463998584556947,-0.19189990280182423,0.9499600749999294,0.0024568795923926487
attn,hbn,300,2,0.05,4,leak_site,0.09652166259325186,-0.05790784052907472,0.9888381475851483,0.09824605325387994
mr,abcd,200,9,0.05,4,leak_site,0.03937362383388276,-0.03458238826499005,0.9026302317118349,0.069127511864263
mr,hbn,200,6,0.05,5,leak_site,0.08307523627491273,-0.009846760338583671,0.9855127694828929,0.10675417207335593
mr,hcpd,100,8,0.05,2,leak_site,0.1678523254570987,0.014068960688667587,0.938629025971398,0.11033921397051721
attn,hbn,100,6,0.05,0,leak_site,-0.04498984843496901,-0.06224339940175949,0.9553328569820168,-0.06306135608104245
mr,hcpd,100,6,0.05,9,leak_site,-0.10064059746729655,-0.035825562109461195,0.9913876190998551,-0.08752986020609532
age,hcpd,100,9,0.05,3,leak_site,0.6518215698592612,0.40480027598192725,0.9943798400556978,0.6421843594601435
mr,hbn,400,7,0.05,0,leak_site,0.27934861158802193,0.07757949750938375,0.9953075789937584,0.2849719621209844
attn,hbn,400,7,0.05,2,leak_site,-0.12109927754980775,-0.21015535428941412,0.9840812709776551,-0.12267719245069968
age,hbn,300,8,0.05,8,leak_site,0.6843671927272899,0.45971238610231735,0.9966195917655024,0.6852711202228057
mr,hbn,100,9,0.05,2,leak_site,-0.01233811491304672,-0.03119310487116933,0.9917071262205002,-0.03646640597100808
age,hcpd,400,0,0.05,9,leak_site,0.7598464688998031,0.5685129419854257,0.9988876700104585,0.7626698091555193
age,hcpd,200,8,0.05,0,leak_site,0.7583023702252282,0.5699006553426671,0.9818853338096083,0.7328310320461489
attn,abcd,100,6,0.05,7,leak_site,-0.1638129963216747,-0.07259888437388828,0.9796197798054186,-0.18048329940474195
mr,hcpd,100,4,0.05,1,leak_site,0.13132949565221802,-0.00275702133127953,0.9867956968330135,0.1668374610914606
attn,hbn,200,6,0.05,9,leak_site,-0.05222353492431337,-0.06374692025884188,0.9960658471649162,-0.05115441950480652
age,hbn,100,1,0.05,3,leak_site,0.4510126116866236,0.20168190609143177,0.9923283811600131,0.46639751188353495
age,hcpd,200,5,0.05,0,leak_site,0.7172823627632441,0.5061722820266383,0.9920581967775995,0.7157881267847527
age,abcd,400,5,0.05,2,leak_site,0.1622366383821781,-0.02161569815541875,0.9626661078485614,0.1730078081359541
attn,abcd,300,9,0.05,7,leak_site,0.013818622309328453,-0.042567970279526746,0.9071665795347951,-0.01641357470110258
mr,hbn,400,2,0.05,1,leak_site,0.16107302265950613,0.014882684831265647,0.9860793977854612,0.16713666907702987
mr,abcd,100,6,0.05,9,leak_site,-0.11741858208457376,-0.05009291114109615,0.9447755424881481,-0.10724987548519006
age,hbn,400,4,0.05,9,leak_site,0.6799461278577795,0.4545965064923211,0.9976672260532721,0.6779568630345055
age,hbn,300,4,0.05,7,leak_site,0.6958775510709598,0.47091018254601935,0.9972580188898744,0.6956608947217926
mr,abcd,400,9,0.05,5,leak_site,0.03969964747483255,-0.0837412732920384,0.9731612329439,0.0672070162831664
age,hbn,300,6,0.05,3,leak_site,0.7069716822936247,0.49180802430806236,0.9959173790322559,0.7059159974563877
attn,hcpd,200,6,0.05,1,leak_site,-0.03330900502407011,-0.11902390981960798,0.9880544944192605,-0.03054392050700528
age,abcd,200,7,0.05,1,leak_site,-0.03623529482693527,-0.1598465331965091,0.8400838281563257,-0.029282419706008193
attn,abcd,400,2,0.05,5,leak_site,0.14965918350017812,-0.05164145493986494,0.9615808377882771,0.15407008942068012
attn,abcd,400,6,0.05,3,leak_site,0.11594123832865166,-0.03037057831962109,0.9730495610813589,0.1384404897588819
attn,hcpd,300,2,0.05,5,leak_site,-0.03691344529559012,-0.14623349712817335,0.9950740438948547,-0.029472265133704375
attn,hcpd,400,9,0.05,4,leak_site,0.0003663807804015586,-0.12176866537059472,0.9969426423766696,-0.004559203038595332
age,hbn,200,0,0.05,4,leak_site,0.6852151836244729,0.4554248842668578,0.9848420353298492,0.6936305862035873
attn,hcpd,200,0,0.05,6,leak_site,0.027636546986403467,-0.07477856464892563,0.98994721557285,0.026994521952690254
age,hbn,200,8,0.05,0,leak_site,0.6026900091096756,0.36035360431943053,0.992226233011842,0.6152945082302466
age,abcd,300,8,0.05,1,leak_site,0.07649506364610462,-0.09001703719243026,0.9159114705505058,0.13361383163351978
attn,hbn,200,6,0.05,1,leak_site,-0.01770220148796078,-0.08634748781702295,0.9630093338727685,0.004338022176994356
mr,abcd,300,6,0.05,4,leak_site,-0.005333208293013139,-0.14879194825272135,0.9674946350672333,-0.0011344412278979181
mr,hcpd,100,7,0.05,9,leak_site,0.3821463419494586,0.13616799029276128,0.9924623234741933,0.400630101210795
mr,abcd,300,0,0.05,4,leak_site,-0.12838188234963094,-0.05782832727793519,0.9270208173116198,-0.06882553191349061
mr,abcd,200,3,0.05,0,leak_site,-0.12094893651345665,-0.06713799679681842,0.9500441287944293,-0.07410876494738314
age,hcpd,400,2,0.05,5,leak_site,0.771804861784852,0.5879212703415224,0.9987058729923247,0.7707805934112483
age,abcd,400,7,0.05,5,leak_site,-0.03739056816684477,-0.179475042425274,0.9415693109206918,0.008075971602820984
age,hbn,100,4,0.05,3,leak_site,0.28133057173978326,0.07847087785400675,0.9616838128873896,0.2709926847975281
mr,hcpd,400,0,0.05,7,leak_site,0.2546884359586791,0.05122899887872012,0.9942113028815687,0.2666894218865359
age,hbn,300,3,0.05,7,leak_site,0.6576896457348109,0.4248827205212443,0.9983016597788835,0.6593530034099749
mr,abcd,400,7,0.05,0,leak_site,-0.01903286339050338,-0.04930844344981988,0.9548416477536372,0.019910661101051694
mr,abcd,300,2,0.05,6,leak_site,0.09195498989586064,-0.05930805948288542,0.9454626820475912,0.11081621853501407
attn,hbn,100,0,0.05,3,leak_site,0.14565615914009214,-0.03948565889859457,0.9061634904464654,0.1014345687868597
mr,hcpd,100,2,0.05,2,leak_site,0.15499798281471047,0.023183486256229457,0.9895672299993906,0.1318323108597743
